State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Year
,Bethel,6267.0,78.0,1.0,3.0,2.0,72.0,17.0,4.0,8.0,5.0,2.0,2022
,Bristol Bay Borough,846.0,5.0,0.0,2.0,1.0,2.0,8.0,3.0,5.0,0.0,0.0,2022
,Cordova,2160.0,4.0,0.0,0.0,0.0,4.0,6.0,2.0,3.0,1.0,0.0,2022
,Craig,1028.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.0,2022
,Fairbanks,32785.0,271.0,10.0,37.0,32.0,192.0,1407.0,130.0,1109.0,168.0,25.0,2022
,Haines,2058.0,1.0,0.0,0.0,0.0,1.0,8.0,3.0,4.0,1.0,0.0,2022
,Homer,5894.0,25.0,1.0,8.0,0.0,16.0,73.0,4.0,63.0,6.0,0.0,2022
,Juneau,31775.0,197.0,2.0,81.0,23.0,91.0,550.0,56.0,450.0,44.0,8.0,2022
,Kenai,7713.0,26.0,1.0,8.0,0.0,17.0,152.0,9.0,138.0,5.0,0.0,2022
,Ketchikan,7953.0,13.0,0.0,3.0,1.0,9.0,74.0,5.0,69.0,0.0,0.0,2022
,Kodiak,5357.0,17.0,0.0,5.0,0.0,12.0,44.0,2.0,35.0,7.0,0.0,2022
,Kotzebue,3041.0,46.0,0.0,7.0,0.0,39.0,30.0,9.0,15.0,6.0,1.0,2022
,Nome,3546.0,72.0,0.0,48.0,1.0,23.0,18.0,1.0,16.0,1.0,1.0,2022
,North Pole,2335.0,6.0,0.0,0.0,0.0,6.0,50.0,4.0,39.0,7.0,0.0,2022
,North Slope Borough,10959.0,81.0,2.0,8.0,1.0,70.0,61.0,17.0,28.0,16.0,5.0,2022
,Palmer,6305.0,29.0,0.0,4.0,0.0,25.0,101.0,6.0,75.0,20.0,2.0,2022
,Petersburg,3314.0,2.0,0.0,0.0,0.0,2.0,39.0,4.0,33.0,2.0,0.0,2022
,Seward,2667.0,10.0,0.0,1.0,1.0,8.0,43.0,2.0,37.0,4.0,0.0,2022
,Sitka,8392.0,8.0,0.0,0.0,1.0,7.0,36.0,0.0,31.0,5.0,0.0,2022
,Skagway,1035.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2022
,Soldotna,4527.0,13.0,0.0,3.0,1.0,9.0,80.0,7.0,72.0,1.0,2.0,2022
,Unalaska,3908.0,5.0,0.0,1.0,0.0,4.0,19.0,4.0,10.0,5.0,1.0,2022
,Valdez,3839.0,4.0,0.0,2.0,0.0,2.0,14.0,4.0,10.0,0.0,0.0,2022
,Wasilla,9809.0,53.0,0.0,5.0,9.0,39.0,300.0,11.0,270.0,19.0,1.0,2022
,Wrangell,1984.0,4.0,0.0,0.0,0.0,4.0,6.0,1.0,5.0,0.0,0.0,2022
ARIZONA,Apache Junction,41099.0,135.0,4.0,16.0,7.0,108.0,786.0,107.0,572.0,107.0,4.0,2022
,Avondale,91467.0,384.0,6.0,40.0,72.0,266.0,2888.0,285.0,2328.0,275.0,16.0,2022
,Bisbee,4909.0,12.0,1.0,0.0,1.0,10.0,34.0,7.0,20.0,7.0,1.0,2022
,Buckeye,110002.0,205.0,1.0,53.0,7.0,144.0,1141.0,141.0,885.0,115.0,5.0,2022
,Camp Verde,12362.0,23.0,0.0,4.0,0.0,19.0,170.0,30.0,114.0,26.0,0.0,2022
,Casa Grande,61271.0,353.0,5.0,39.0,45.0,264.0,1635.0,195.0,1266.0,174.0,11.0,2022
,Chandler,281373.0,513.0,11.0,95.0,72.0,335.0,5086.0,478.0,4166.0,442.0,13.0,2022
,Chino Valley,13875.0,14.0,0.0,0.0,0.0,14.0,69.0,11.0,48.0,10.0,1.0,2022
,Clarkdale,4815.0,8.0,0.0,0.0,0.0,8.0,31.0,13.0,15.0,3.0,1.0,2022
,Coolidge,16027.0,89.0,4.0,5.0,11.0,69.0,403.0,44.0,320.0,39.0,2.0,2022
,Cottonwood,12680.0,43.0,0.0,5.0,4.0,34.0,259.0,21.0,213.0,25.0,0.0,2022
,Douglas,16529.0,19.0,1.0,3.0,1.0,14.0,209.0,41.0,153.0,15.0,2.0,2022
,Eagar,4448.0,1.0,0.0,0.0,0.0,1.0,19.0,2.0,17.0,0.0,0.0,2022
,El Mirage,36039.0,119.0,5.0,6.0,10.0,98.0,511.0,38.0,409.0,64.0,10.0,2022
,Eloy,15717.0,109.0,0.0,10.0,0.0,99.0,304.0,70.0,197.0,37.0,8.0,2022
,Florence,26814.0,36.0,0.0,0.0,1.0,35.0,100.0,12.0,81.0,7.0,2.0,2022
,Fredonia,1330.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2022
,Gilbert,277123.0,323.0,2.0,74.0,30.0,217.0,2818.0,276.0,2332.0,210.0,10.0,2022
,Glendale,250466.0,1365.0,20.0,156.0,200.0,989.0,8115.0,947.0,6063.0,1105.0,39.0,2022
,Globe,7155.0,114.0,0.0,1.0,5.0,108.0,359.0,52.0,283.0,24.0,,2022
,Goodyear,107212.0,181.0,2.0,11.0,28.0,140.0,1995.0,279.0,1570.0,146.0,6.0,2022
,Huachuca City,1622.0,1.0,0.0,0.0,0.0,1.0,21.0,4.0,16.0,1.0,0.0,2022
,Jerome,471.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,11.0,0.0,,2022
,Kingman,34803.0,133.0,1.0,13.0,15.0,104.0,1100.0,112.0,910.0,78.0,8.0,2022
,Lake Havasu City,59166.0,163.0,0.0,35.0,2.0,126.0,804.0,91.0,631.0,82.0,3.0,2022
,Litchfield Park,6989.0,19.0,0.0,0.0,4.0,15.0,89.0,15.0,62.0,12.0,1.0,2022
,Mammoth,1135.0,9.0,0.0,0.0,0.0,9.0,35.0,13.0,22.0,0.0,,2022
,Marana,57119.0,49.0,1.0,5.0,17.0,26.0,1274.0,85.0,1154.0,35.0,7.0,2022
,Maricopa,66525.0,125.0,1.0,8.0,6.0,110.0,507.0,37.0,416.0,54.0,6.0,2022
,Mesa,513116.0,2193.0,27.0,245.0,311.0,1610.0,9081.0,1098.0,6918.0,1065.0,28.0,2022
,Miami,1540.0,24.0,0.0,1.0,3.0,20.0,59.0,6.0,39.0,14.0,,2022
,Nogales,19725.0,48.0,1.0,0.0,1.0,46.0,701.0,95.0,409.0,197.0,0.0,2022
,Oro Valley,48441.0,16.0,1.0,4.0,3.0,8.0,575.0,45.0,507.0,23.0,2.0,2022
,Page,7328.0,60.0,1.0,10.0,2.0,47.0,327.0,22.0,285.0,20.0,0.0,2022
,Paradise Valley,12663.0,12.0,0.0,6.0,0.0,6.0,181.0,40.0,129.0,12.0,0.0,2022
,Parker,3263.0,12.0,0.0,2.0,2.0,8.0,57.0,15.0,35.0,7.0,0.0,2022
,Payson,16638.0,82.0,0.0,1.0,2.0,79.0,270.0,70.0,184.0,16.0,1.0,2022
,Peoria,197894.0,386.0,3.0,62.0,53.0,268.0,2734.0,370.0,2120.0,244.0,5.0,2022
,Phoenix,1637902.0,13515.0,217.0,1105.0,3207.0,8986.0,47530.0,6266.0,33631.0,7633.0,257.0,2022
,Pima,2960.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,8.0,3.0,,2022
,Pinetop-Lakeside,4179.0,22.0,0.0,2.0,2.0,18.0,106.0,13.0,87.0,6.0,0.0,2022
,Prescott,47878.0,192.0,1.0,21.0,8.0,162.0,636.0,127.0,474.0,35.0,6.0,2022
,Prescott Valley,49422.0,140.0,2.0,26.0,5.0,107.0,372.0,43.0,308.0,21.0,3.0,2022
,Queen Creek,72229.0,105.0,0.0,16.0,1.0,88.0,717.0,85.0,602.0,30.0,4.0,2022
,Sahuarita,36229.0,36.0,0.0,6.0,3.0,27.0,334.0,26.0,283.0,25.0,2.0,2022
,San Luis,38528.0,20.0,0.0,0.0,1.0,19.0,212.0,30.0,141.0,41.0,1.0,2022
,Sedona,9829.0,37.0,0.0,6.0,2.0,29.0,171.0,41.0,122.0,8.0,3.0,2022
,Show Low,12157.0,80.0,0.0,13.0,1.0,66.0,244.0,30.0,200.0,14.0,0.0,2022
,Sierra Vista,45611.0,128.0,1.0,19.0,11.0,97.0,738.0,83.0,630.0,25.0,7.0,2022
,Snowflake-Taylor,10834.0,38.0,1.0,9.0,1.0,27.0,153.0,15.0,124.0,14.0,1.0,2022
,Somerton,14480.0,9.0,3.0,1.0,0.0,5.0,80.0,20.0,41.0,19.0,1.0,2022
,South Tucson,4537.0,109.0,2.0,3.0,15.0,89.0,603.0,51.0,514.0,38.0,3.0,2022
,Springerville,1706.0,8.0,0.0,0.0,0.0,8.0,4.0,1.0,1.0,2.0,0.0,2022
,St. Johns,3365.0,20.0,0.0,3.0,0.0,17.0,42.0,12.0,24.0,6.0,1.0,2022
,Superior,2528.0,12.0,0.0,0.0,1.0,11.0,91.0,14.0,66.0,11.0,1.0,2022
,Surprise,154128.0,182.0,2.0,23.0,35.0,122.0,2163.0,203.0,1811.0,149.0,15.0,2022
,Tempe,187473.0,1095.0,7.0,156.0,178.0,754.0,8126.0,929.0,6405.0,792.0,30.0,2022
,Thatcher,5369.0,2.0,0.0,0.0,0.0,2.0,34.0,4.0,30.0,0.0,0.0,2022
,Tombstone,1308.0,4.0,0.0,0.0,0.0,4.0,41.0,9.0,29.0,3.0,0.0,2022
,Wellton,2528.0,2.0,0.0,0.0,0.0,2.0,18.0,2.0,16.0,0.0,1.0,2022
,Wickenburg,7868.0,8.0,0.0,1.0,0.0,7.0,158.0,29.0,110.0,19.0,0.0,2022
,Willcox,3202.0,8.0,0.0,0.0,2.0,6.0,114.0,35.0,75.0,4.0,2.0,2022
,Williams,3316.0,27.0,0.0,1.0,1.0,25.0,98.0,5.0,84.0,9.0,0.0,2022
,Yuma,98164.0,551.0,19.0,41.0,50.0,441.0,1657.0,450.0,990.0,217.0,13.0,2022
ARKANSAS,Alexander,3798.0,31.0,0.0,7.0,0.0,24.0,79.0,36.0,34.0,9.0,1.0,2022
,Alma,5874.0,24.0,0.0,9.0,0.0,15.0,156.0,32.0,117.0,7.0,0.0,2022
,Arkadelphia,10233.0,25.0,0.0,5.0,2.0,18.0,195.0,53.0,133.0,9.0,1.0,2022
,Ashdown,4150.0,5.0,0.0,1.0,0.0,4.0,73.0,9.0,56.0,8.0,1.0,2022
,Ash Flat,1128.0,1.0,0.0,0.0,0.0,1.0,20.0,4.0,16.0,0.0,0.0,2022
,Atkins,2864.0,15.0,0.0,1.0,1.0,13.0,64.0,12.0,48.0,4.0,0.0,2022
,Augusta,1928.0,2.0,0.0,0.0,1.0,1.0,15.0,5.0,10.0,0.0,0.0,2022
,Austin,4547.0,4.0,0.0,1.0,0.0,3.0,25.0,11.0,13.0,1.0,0.0,2022
,Bald Knob,2534.0,16.0,0.0,7.0,1.0,8.0,64.0,14.0,48.0,2.0,0.0,2022
,Barling,4894.0,24.0,0.0,7.0,1.0,16.0,59.0,5.0,52.0,2.0,0.0,2022
,Batesville,11129.0,45.0,0.0,20.0,0.0,25.0,204.0,50.0,141.0,13.0,0.0,2022
,Bay,1825.0,8.0,0.0,1.0,0.0,7.0,30.0,6.0,22.0,2.0,0.0,2022
,Beebe,8683.0,43.0,0.0,5.0,1.0,37.0,191.0,18.0,158.0,15.0,0.0,2022
,Bella Vista,31316.0,69.0,0.0,29.0,1.0,39.0,133.0,10.0,118.0,5.0,0.0,2022
,Benton,36282.0,125.0,3.0,17.0,12.0,93.0,1020.0,152.0,793.0,75.0,6.0,2022
,Bentonville,58871.0,188.0,1.0,29.0,2.0,156.0,686.0,69.0,575.0,42.0,1.0,2022
,Berryville,5727.0,12.0,0.0,4.0,1.0,7.0,191.0,36.0,150.0,5.0,2.0,2022
,Blytheville,12732.0,123.0,3.0,6.0,8.0,106.0,523.0,48.0,454.0,21.0,0.0,2022
,Bonanza,601.0,11.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,3.0,2022
,Bono,2738.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,2022
,Booneville,3826.0,17.0,0.0,3.0,0.0,14.0,51.0,8.0,39.0,4.0,1.0,2022
,Bradford,681.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,6.0,1.0,0.0,2022
,Brookland,4355.0,20.0,0.0,9.0,0.0,11.0,62.0,17.0,38.0,7.0,0.0,2022
,Bryant,21407.0,26.0,2.0,3.0,5.0,16.0,744.0,54.0,657.0,33.0,4.0,2022
,Bull Shoals,1948.0,8.0,0.0,0.0,0.0,8.0,16.0,4.0,12.0,0.0,0.0,2022
,Cabot,26750.0,99.0,2.0,33.0,4.0,60.0,447.0,57.0,345.0,45.0,2.0,2022
,Caddo Valley,589.0,6.0,0.0,2.0,0.0,4.0,29.0,7.0,21.0,1.0,0.0,2022
,Cammack Village,756.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,2022
,Caraway,1106.0,2.0,0.0,0.0,0.0,2.0,13.0,1.0,12.0,0.0,0.0,2022
,Carlisle,1991.0,5.0,0.0,1.0,0.0,4.0,73.0,7.0,55.0,11.0,0.0,2022
,Cave Springs,6218.0,7.0,0.0,6.0,0.0,1.0,16.0,6.0,8.0,2.0,0.0,2022
,Centerton,21927.0,45.0,0.0,8.0,0.0,37.0,93.0,29.0,57.0,7.0,0.0,2022
,Charleston,2642.0,6.0,0.0,3.0,0.0,3.0,44.0,11.0,31.0,2.0,0.0,2022
,Cherokee Village,4944.0,17.0,0.0,4.0,0.0,13.0,59.0,15.0,42.0,2.0,0.0,2022
,Cherry Valley,562.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,2022
,Clarendon,1476.0,7.0,0.0,0.0,0.0,7.0,73.0,15.0,56.0,2.0,3.0,2022
,Clarksville,9559.0,21.0,0.0,8.0,0.0,13.0,196.0,31.0,153.0,12.0,1.0,2022
,Conway,66487.0,384.0,7.0,46.0,15.0,316.0,1890.0,138.0,1628.0,124.0,6.0,2022
,Corning,3124.0,14.0,0.0,1.0,0.0,13.0,35.0,4.0,29.0,2.0,0.0,2022
,Cotter,924.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2022
,Crossett,4619.0,33.0,0.0,4.0,0.0,29.0,167.0,56.0,110.0,1.0,3.0,2022
,Damascus,384.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2022
,Danville,2001.0,8.0,0.0,0.0,0.0,8.0,9.0,3.0,6.0,0.0,0.0,2022
,Dardanelle,4485.0,14.0,0.0,4.0,0.0,10.0,80.0,15.0,55.0,10.0,1.0,2022
,Decatur,1733.0,6.0,0.0,1.0,0.0,5.0,26.0,4.0,21.0,1.0,0.0,2022
,De Queen,6069.0,29.0,3.0,4.0,0.0,22.0,136.0,29.0,100.0,7.0,2.0,2022
,Des Arc,1844.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,8.0,0.0,0.0,2022
,DeWitt,2832.0,27.0,1.0,3.0,0.0,23.0,76.0,11.0,65.0,0.0,0.0,2022
,Diamond City,789.0,5.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,0.0,0.0,2022
,Diaz,1266.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,2022
,Dover,1335.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,0.0,1.0,2022
,Dumas,3796.0,26.0,2.0,6.0,3.0,15.0,68.0,10.0,50.0,8.0,0.0,2022
,Earle,1758.0,7.0,0.0,0.0,0.0,7.0,26.0,10.0,13.0,3.0,0.0,2022
,El Dorado,17037.0,295.0,9.0,6.0,16.0,264.0,541.0,218.0,297.0,26.0,5.0,2022
,Elkins,3828.0,11.0,0.0,4.0,1.0,6.0,29.0,5.0,19.0,5.0,0.0,2022
,England,2427.0,17.0,0.0,1.0,0.0,16.0,41.0,14.0,26.0,1.0,0.0,2022
,Etowah,243.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,2022
,Eudora,1664.0,7.0,0.0,0.0,0.0,7.0,28.0,7.0,19.0,2.0,0.0,2022
,Eureka Springs,2195.0,12.0,0.0,0.0,1.0,11.0,49.0,13.0,29.0,7.0,0.0,2022
,Fairfield Bay,2111.0,5.0,0.0,4.0,0.0,1.0,36.0,7.0,26.0,3.0,0.0,2022
,Farmington,8862.0,15.0,0.0,6.0,2.0,7.0,62.0,14.0,41.0,7.0,0.0,2022
,Fayetteville,96456.0,486.0,2.0,55.0,40.0,389.0,3890.0,337.0,3155.0,398.0,6.0,2022
,Flippin,1344.0,3.0,0.0,1.0,0.0,2.0,54.0,5.0,48.0,1.0,0.0,2022
,Fordyce,3254.0,57.0,0.0,2.0,1.0,54.0,167.0,29.0,122.0,16.0,1.0,2022
,Forrest City,12807.0,283.0,12.0,6.0,16.0,249.0,526.0,105.0,361.0,60.0,9.0,2022
,Fort Smith,90013.0,940.0,3.0,70.0,66.0,801.0,4450.0,733.0,3293.0,424.0,17.0,2022
,Gassville,2208.0,3.0,0.0,0.0,0.0,3.0,52.0,5.0,45.0,2.0,0.0,2022
,Gentry,4156.0,19.0,0.0,2.0,0.0,17.0,15.0,0.0,9.0,6.0,1.0,2022
,Gillett,586.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2022
,Goshen,2250.0,5.0,0.0,1.0,0.0,4.0,10.0,0.0,7.0,3.0,1.0,2022
,Gravette,3721.0,10.0,0.0,3.0,0.0,7.0,60.0,9.0,43.0,8.0,0.0,2022
,Greenbrier,5954.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,2022
,Green Forest,3081.0,21.0,0.0,6.0,2.0,13.0,47.0,11.0,29.0,7.0,0.0,2022
,Greenland,1215.0,2.0,0.0,0.0,0.0,2.0,12.0,1.0,10.0,1.0,0.0,2022
,Greenwood,9705.0,14.0,0.0,2.0,0.0,12.0,39.0,13.0,22.0,4.0,1.0,2022
,Greers Ferry,833.0,1.0,0.0,0.0,0.0,1.0,8.0,2.0,5.0,1.0,0.0,2022
,Gurdon,1847.0,23.0,0.0,2.0,1.0,20.0,18.0,3.0,14.0,1.0,0.0,2022
,Guy,743.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2022
,Hackett,842.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,9.0,0.0,1.0,2022
,Hamburg,2425.0,22.0,0.0,1.0,0.0,21.0,46.0,11.0,34.0,1.0,0.0,2022
,Hampton,1191.0,1.0,0.0,0.0,0.0,1.0,13.0,8.0,4.0,1.0,0.0,2022
,Harrisburg,2199.0,16.0,1.0,4.0,0.0,11.0,36.0,12.0,21.0,3.0,1.0,2022
,Harrison,13350.0,20.0,0.0,5.0,1.0,14.0,280.0,64.0,200.0,16.0,0.0,2022
,Hartford,501.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2022
,Haskell,4061.0,11.0,0.0,2.0,0.0,9.0,45.0,19.0,22.0,4.0,0.0,2022
,Hazen,1418.0,9.0,3.0,1.0,1.0,4.0,22.0,9.0,7.0,6.0,0.0,2022
,Heber Springs,7353.0,39.0,0.0,14.0,2.0,23.0,188.0,34.0,143.0,11.0,0.0,2022
,Helena-West Helena,8874.0,147.0,5.0,11.0,11.0,120.0,302.0,94.0,180.0,28.0,9.0,2022
,Highfill,2099.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2022
,Highland,1041.0,2.0,0.0,1.0,0.0,1.0,13.0,5.0,8.0,0.0,0.0,2022
,Hope,8535.0,88.0,3.0,3.0,4.0,78.0,302.0,66.0,206.0,30.0,0.0,2022
,Hot Springs,38174.0,196.0,5.0,32.0,29.0,130.0,2238.0,363.0,1687.0,188.0,14.0,2022
,Hoxie,2710.0,5.0,0.0,1.0,0.0,4.0,22.0,8.0,11.0,3.0,0.0,2022
,Jacksonville,29136.0,327.0,4.0,29.0,40.0,254.0,1350.0,238.0,969.0,143.0,18.0,2022
,Johnson,3629.0,11.0,0.0,6.0,0.0,5.0,73.0,28.0,30.0,15.0,0.0,2022
,Jonesboro,79865.0,516.0,9.0,83.0,43.0,381.0,2655.0,897.0,1549.0,209.0,11.0,2022
,Judsonia,1877.0,5.0,0.0,4.0,0.0,1.0,21.0,3.0,14.0,4.0,0.0,2022
,Kensett,1396.0,2.0,0.0,2.0,0.0,0.0,18.0,2.0,15.0,1.0,0.0,2022
,Lake City,2517.0,9.0,0.0,4.0,0.0,5.0,11.0,5.0,4.0,2.0,0.0,2022
,Lakeview,784.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,10.0,0.0,0.0,2022
,Lake Village,1984.0,19.0,0.0,3.0,1.0,15.0,57.0,3.0,48.0,6.0,1.0,2022
,Lamar,1738.0,4.0,0.0,1.0,0.0,3.0,21.0,4.0,17.0,0.0,0.0,2022
,Lavaca,2474.0,11.0,0.0,4.0,0.0,7.0,21.0,2.0,16.0,3.0,0.0,2022
,Leachville,1943.0,6.0,0.0,1.0,1.0,4.0,33.0,12.0,18.0,3.0,0.0,2022
,Lewisville,866.0,17.0,0.0,3.0,0.0,14.0,14.0,9.0,5.0,0.0,0.0,2022
,Lincoln,2309.0,12.0,0.0,0.0,0.0,12.0,30.0,7.0,19.0,4.0,1.0,2022
,Little Flock,3037.0,10.0,0.0,2.0,0.0,8.0,27.0,9.0,13.0,5.0,0.0,2022
,Little Rock,201513.0,3694.0,79.0,250.0,429.0,2936.0,10778.0,1926.0,7775.0,1077.0,64.0,2022
,Lonoke,4128.0,27.0,0.0,3.0,0.0,24.0,138.0,26.0,101.0,11.0,0.0,2022
,Lowell,10402.0,22.0,0.0,4.0,0.0,18.0,102.0,49.0,50.0,3.0,0.0,2022
,Luxora,894.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2022
,Magnolia,11059.0,60.0,3.0,6.0,6.0,45.0,381.0,140.0,217.0,24.0,2.0,2022
,Malvern,10824.0,82.0,0.0,8.0,5.0,69.0,399.0,89.0,294.0,16.0,4.0,2022
,Mansfield,1061.0,4.0,0.0,0.0,0.0,4.0,15.0,3.0,11.0,1.0,0.0,2022
,Marianna,3635.0,24.0,1.0,4.0,2.0,17.0,117.0,24.0,87.0,6.0,0.0,2022
,Marion,13602.0,96.0,2.0,8.0,5.0,81.0,378.0,74.0,268.0,36.0,4.0,2022
,Marked Tree,2200.0,9.0,0.0,0.0,0.0,9.0,14.0,1.0,10.0,3.0,0.0,2022
,Marmaduke,1228.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,2022
,Marshall,1335.0,4.0,0.0,0.0,0.0,4.0,15.0,5.0,10.0,0.0,0.0,2022
,Maumelle,19273.0,37.0,0.0,9.0,3.0,25.0,273.0,41.0,213.0,19.0,4.0,2022
,Mayflower,2051.0,11.0,0.0,2.0,1.0,8.0,66.0,12.0,49.0,5.0,0.0,2022
,McCrory,1502.0,5.0,0.0,1.0,0.0,4.0,27.0,3.0,23.0,1.0,0.0,2022
,McGehee,3690.0,40.0,0.0,3.0,3.0,34.0,103.0,32.0,62.0,9.0,2.0,2022
,Mena,5652.0,21.0,1.0,5.0,1.0,14.0,185.0,23.0,155.0,7.0,3.0,2022
,Menifee,281.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2022
,Mineral Springs,1074.0,3.0,0.0,0.0,0.0,3.0,12.0,1.0,11.0,0.0,0.0,2022
,Monette,1557.0,1.0,0.0,0.0,0.0,1.0,22.0,3.0,17.0,2.0,0.0,2022
,Monticello,8200.0,42.0,1.0,9.0,1.0,31.0,164.0,25.0,124.0,15.0,2.0,2022
,Morrilton,7104.0,27.0,1.0,5.0,1.0,20.0,283.0,19.0,255.0,9.0,4.0,2022
,Mountain Home,13180.0,41.0,2.0,10.0,1.0,28.0,380.0,38.0,323.0,19.0,0.0,2022
,Mountain View,2905.0,17.0,0.0,1.0,1.0,15.0,74.0,31.0,40.0,3.0,0.0,2022
,Mulberry,1553.0,6.0,0.0,5.0,0.0,1.0,33.0,8.0,23.0,2.0,0.0,2022
,Murfreesboro,1437.0,4.0,0.0,1.0,0.0,3.0,27.0,7.0,18.0,2.0,1.0,2022
,Nashville,4083.0,16.0,0.0,4.0,2.0,10.0,121.0,26.0,91.0,4.0,1.0,2022
,Norfork,473.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2022
,North Little Rock,63663.0,783.0,18.0,31.0,75.0,659.0,2950.0,476.0,2102.0,372.0,18.0,2022
,Ola,926.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,2022
,Osceola,6621.0,142.0,3.0,4.0,9.0,126.0,200.0,82.0,92.0,26.0,5.0,2022
,Ozark,3575.0,31.0,6.0,1.0,1.0,23.0,48.0,19.0,27.0,2.0,1.0,2022
,Paragould,30296.0,346.0,0.0,37.0,14.0,295.0,1152.0,168.0,893.0,91.0,4.0,2022
,Paris,3221.0,31.0,1.0,7.0,0.0,23.0,81.0,34.0,39.0,8.0,0.0,2022
,Patterson,299.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,2022
,Pea Ridge,7643.0,20.0,0.0,12.0,0.0,8.0,63.0,16.0,43.0,4.0,0.0,2022
,Perryville,1383.0,2.0,0.0,2.0,0.0,0.0,51.0,7.0,43.0,1.0,0.0,2022
,Piggott,3532.0,6.0,0.0,1.0,0.0,5.0,43.0,14.0,28.0,1.0,2.0,2022
,Pine Bluff,39549.0,644.0,17.0,34.0,62.0,531.0,2025.0,375.0,1330.0,320.0,23.0,2022
,Plumerville,736.0,1.0,0.0,0.0,0.0,1.0,12.0,2.0,10.0,0.0,0.0,2022
,Pocahontas,7657.0,28.0,0.0,13.0,0.0,15.0,191.0,26.0,156.0,9.0,1.0,2022
,Pottsville,3232.0,4.0,0.0,0.0,0.0,4.0,27.0,5.0,22.0,0.0,0.0,2022
,Prairie Grove,7714.0,21.0,0.0,1.0,0.0,20.0,93.0,36.0,51.0,6.0,0.0,2022
,Prescott,2976.0,11.0,0.0,3.0,0.0,8.0,50.0,11.0,34.0,5.0,0.0,2022
,Quitman,694.0,2.0,0.0,1.0,0.0,1.0,35.0,1.0,32.0,2.0,1.0,2022
,Ravenden,428.0,4.0,0.0,1.0,0.0,3.0,5.0,1.0,4.0,0.0,0.0,2022
,Redfield,1508.0,11.0,0.0,1.0,0.0,10.0,18.0,5.0,10.0,3.0,1.0,2022
,Rogers,72115.0,285.0,1.0,82.0,14.0,188.0,1539.0,127.0,1303.0,109.0,3.0,2022
,Rose Bud,499.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,2022
,Russellville,29533.0,165.0,0.0,17.0,3.0,145.0,842.0,80.0,692.0,70.0,0.0,2022
,Salem,1577.0,3.0,0.0,1.0,0.0,2.0,13.0,2.0,10.0,1.0,0.0,2022
,Searcy,23175.0,119.0,2.0,31.0,8.0,78.0,856.0,79.0,711.0,66.0,5.0,2022
,Shannon Hills,4625.0,23.0,4.0,3.0,0.0,16.0,37.0,17.0,14.0,6.0,0.0,2022
,Sheridan,5073.0,17.0,0.0,2.0,0.0,15.0,77.0,19.0,55.0,3.0,2.0,2022
,Sherwood,33232.0,258.0,1.0,21.0,11.0,225.0,853.0,170.0,593.0,90.0,4.0,2022
,Siloam Springs,17957.0,102.0,0.0,26.0,5.0,71.0,404.0,83.0,283.0,38.0,2.0,2022
,Springdale,90892.0,496.0,4.0,120.0,30.0,342.0,2293.0,250.0,1764.0,279.0,4.0,2022
